Filename,Severity,Folder,Description
"weblogic-weak-login.yaml","high","default-logins/weblogic/weblogic-weak-login.yaml","WebLogic default login credentials were discovered."
"wazuh-default-login.yaml","high","default-logins/wazuh-default-login.yaml","Wazuh contains default credentials. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"filegator-default-login.yaml","high","default-logins/filegator/filegator-default-login.yaml",""
"zebra-printer-default-login.yaml","high","default-logins/zebra/zebra-printer-default-login.yaml","Zebra default login credentials was discovered. "
"netflow-default-login.yaml","high","default-logins/netflow/netflow-default-login.yaml","Netflow Analyzer default login was discovered. "
"dialogic-xms-default-login.yaml","high","default-logins/dialogic/dialogic-xms-default-login.yaml","Dialogic XMS Admin Console was using default credentials and it was discovered. "
"netdisco-default-login.yaml","critical","default-logins/netdisco/netdisco-default-login.yaml","Detects use of hard-coded credentials in Netdisco. "
"canon-c3325-default-login.yaml","high","default-logins/canon/canon-c3325-default-login.yaml",""
"google-earth-dlogin.yaml","high","default-logins/google/google-earth-dlogin.yaml","Google Earth Enterprise default login credentials were discovered. "
"seeyon-monitor-default-login.yaml","high","default-logins/seeyon/seeyon-monitor-default-login.yaml","Seeyon OA A8-m has status monitoring page information leakage. Attackers can obtain sensitive information such as website paths and user names for further attacks. Attackers can use this vulnerability to directly enter the application system or management system to conduct system, web page, data tampering and deletion, illegally obtaining system and user data, and may even cause the server to collapse. "
"seeyon-a8-default-login.yaml","high","default-logins/seeyon/seeyon-a8-default-login.yaml","Seeyon (seeyon) OA A8+ Enterprise Edition has a weak password vulnerability, which can be used to log in to the background "
"rseenet-default-login.yaml","high","default-logins/rseenet/rseenet-default-login.yaml","Advantech R-SeeNet default admin credentials were discovered. R-SeeNet is a software system used for monitoring of status and functions of Advantech routers."
"minio-default-login.yaml","high","default-logins/minio/minio-default-login.yaml","Minio default admin credentials were discovered."
"caimore-default-login.yaml","high","default-logins/caimore/caimore-default-login.yaml","The gateway of Xiamen Caimao Communication Technology Co., Ltd. is designed with open software architecture. It is a metal shell design, with two Ethernet RJ45 interfaces, and an industrial design wireless gateway using 3G/4G/5G wide area network for Internet communication. There is a command execution vulnerability in the formping file of the gateway of Xiamen Caimao Communication Technology Co., Ltd. An attacker can use this vulnerability to arbitrarily execute code on the server side, write to the back door, obtain server permissions, and then control the entire web server. "
"digital-watchdog-default-login.yaml","high","default-logins/digital-watchdog/digital-watchdog-default-login.yaml","Digital Watchdog default login credentials were discovered. "
"rockmongo-default-login.yaml","high","default-logins/rockmongo/rockmongo-default-login.yaml","Rockmongo default admin credentials were discovered."
"cs141-default-login.yaml","medium","default-logins/abb/cs141-default-login.yaml","UPS Adapter CS141 SNMP Module default login credentials were discovered."
"flir-default-login.yaml","medium","default-logins/flir/flir-default-login.yaml","Flir default login credentials (admin/admin) were discovered."
"3com-nj2000-default-login.yaml","high","default-logins/3com/3com-nj2000-default-login.yaml","3COM NJ2000 contains a default login vulnerability. Default admin login password of 'password' was found. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"3Com-wireless-default-login.yaml","high","default-logins/3com/3Com-wireless-default-login.yaml","3COM Wireless 8760 Dual Radio contains a default login vulnerability. Default admin login password 'password' was found. "
"gophish-default-login.yaml","high","default-logins/gophish/gophish-default-login.yaml","For versions of Gophish > 0.10.1, the temporary administrator credentials are printed in the logs when you first execute the Gophish binary."
"netsus-default-login.yaml","high","default-logins/netsus/netsus-default-login.yaml","NetSUS Server default admin credentials were discovered."
"pcoweb-default-login.yaml","high","default-logins/pcoweb/pcoweb-default-login.yaml",""
"spectracom-default-login.yaml","high","default-logins/spectracom/spectracom-default-login.yaml","Spectracom default admin credentials were discovered."
"xploitspy-default-login.yaml","high","default-logins/xploitspy/xploitspy-default-login.yaml","Default login and password to access administrator panel "
"deluge-default-login.yaml","high","default-logins/deluge/deluge-default-login.yaml","Deluge Default login credentials were discovered. "
"hp-switch-default-login.yaml","high","default-logins/hp/hp-switch-default-login.yaml","HP 1820-8G Switch J9979A default admin login credentials were discovered."
"webmethod-integration-default-login.yaml","high","default-logins/webmethod/webmethod-integration-default-login.yaml",""
"visionhub-default-login.yaml","high","default-logins/visionhub/visionhub-default-login.yaml","VisionHub application default admin credentials were accepted."
"soplanning-default-login.yaml","high","default-logins/soplanning/soplanning-default-login.yaml","SOPlanning contains default credentials. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"jeedom-default-login.yaml","high","default-logins/jeedom/jeedom-default-login.yaml","Jeedom default login has been detected. "
"jupyterhub-default-login.yaml","high","default-logins/jupyterhub/jupyterhub-default-login.yaml","Jupyterhub default admin credentials were discovered."
"exacqvision-default-login.yaml","high","default-logins/exacqvision/exacqvision-default-login.yaml","ExacqVision Web Service default login credentials (admin/admin256) were discovered."
"iptime-default-login.yaml","high","default-logins/iptime/iptime-default-login.yaml","ipTIME default admin credentials were discovered."
"hue-default-credential.yaml","high","default-logins/cobbler/hue-default-credential.yaml","Cloudera Hue default admin credentials were discovered."
"cobbler-default-login.yaml","high","default-logins/cobbler/cobbler-default-login.yaml","Cobbler default login credentials for the testing module (testing/testing) were discovered."
"dvwa-default-login.yaml","critical","default-logins/dvwa/dvwa-default-login.yaml","Damn Vulnerable Web App (DVWA) is a test application for security professionals. The hard coded credentials are part of a security testing scenario."
"xerox7-default-login.yaml","high","default-logins/xerox/xerox7-default-login.yaml","Xerox WorkCentre 7xxx printer. default admin credentials admin:1111 were discovered."
"lucee-default-login.yaml","high","default-logins/lucee/lucee-default-login.yaml","Lucee admin panel using the default login password was discovered. "
"fuji-xerox-default-login.yaml","high","default-logins/fuji-xerox/fuji-xerox-default-login.yaml","This template checks for the default credentials (username: 11111, password: x-admin) on Fuji Xerox ApeosPort series printers. If the credentials are valid, the response will have a 200 HTTP status code. Tested on a Fuji Xerox ApeosPort-V C2275 T2. "
"glpi-default-login.yaml","high","default-logins/glpi/glpi-default-login.yaml","GLPI default login credentials were discovered. GLPI is an ITSM software tool that helps you plan and manage IT changes. This template checks if a default super admin account (glpi/glpi) is enabled."
"apollo-default-login.yaml","high","default-logins/apollo/apollo-default-login.yaml","An Apollo default login was discovered."
"sequoiadb-default-login.yaml","high","default-logins/sequoiadb/sequoiadb-default-login.yaml","SequoiaDB default admin credentials were discovered."
"empirec2-default-login.yaml","high","default-logins/empire/empirec2-default-login.yaml","Empire C2 / Starkiller Default Administrator Credentials Discovered. "
"audiocodes-default-login.yaml","high","default-logins/audiocodes/audiocodes-default-login.yaml","AudioCodes devices 310HD, 320HD, 420HD, 430HD & 440HD contain a default login vulnerability. Default login credentials were discovered. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"ciphertrust-default-login.yaml","high","default-logins/others/ciphertrust-default-login.yaml","Attackers can control the entire platform through the default password （initpass） vulnerability, and use administrator privileges to operate core functions. "
"cnzxsoft-default-login.yaml","high","default-logins/others/cnzxsoft-default-login.yaml","Cnzxsoft Golden Shield Information Security Management System has a default weak password. "
"inspur-clusterengine-default-login.yaml","high","default-logins/others/inspur-clusterengine-default-login.yaml","Inspur Clusterengine version 4 default admin login credentials were successful."
"secnet-ac-default-login.yaml","high","default-logins/others/secnet-ac-default-login.yaml","secnet ac default admin credentials were successful."
"supershell-default-login.yaml","high","default-logins/others/supershell-default-login.yaml","Supershell is a WEB management platform that integrates the reverse_ssh service. "
"opencats-default-login.yaml","high","default-logins/others/opencats-default-login.yaml","OpenCATS contains a default admin login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"kingsoft-v8-default-login.yaml","high","default-logins/others/kingsoft-v8-default-login.yaml","Kingsoft version 8 contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"aruba-instant-default-login.yaml","high","default-logins/others/aruba-instant-default-login.yaml","Aruba Instant is an AP device. The device has a default password, and attackers can control the entire platform through the default password admin/admin vulnerability, and use administrator privileges to operate core functions. "
"panabit-ixcache-default-login.yaml","high","default-logins/others/panabit-ixcache-default-login.yaml","Panabit iXCache default admin login credentials were successful."
"telecom-gateway-default-login.yaml","high","default-logins/others/telecom-gateway-default-login.yaml","Telecom Gateway default admin login credentials were successful."
"druid-default-login.yaml","high","default-logins/druid/druid-default-login.yaml","Alibaba Druid Monitor default login information (admin/admin) was discovered."
"frp-default-login.yaml","high","default-logins/frps/frp-default-login.yaml","FRP default login credentials were discovered."
"dataease-default-login.yaml","high","default-logins/dataease/dataease-default-login.yaml","Dataease has a built-in account demo/dataease, and many developers forget to delete or change the account password. As a result, many Dataease can log in with this built-in account. "
"ambari-default-login.yaml","high","default-logins/ambari/ambari-default-login.yaml","An Apache Ambari default admin login was discovered."
"dataiku-default-login.yaml","high","default-logins/dataiku/dataiku-default-login.yaml","Dataiku contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. This vulnerability may also lead to server-side request forgery and/or remote code execution."
"ruijie-nbr-default-login.yaml","high","default-logins/ruijie/ruijie-nbr-default-login.yaml","Ruijie NBR Series Routers Default Login username and password was discovered. "
"adminer-default-login.yaml","high","default-logins/adminer-default-login.yaml","Adminer contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"bigant-default-login.yaml","critical","default-logins/bigant/bigant-default-login.yaml","Misconfiguratoin leads to Default Login into BigAnt Super Admin Account. "
"smartbi-default-login.yaml","high","default-logins/smartbi/smartbi-default-login.yaml","Smartbi Default User Weak Password were discovered. "
"digitalrebar-default-login.yaml","high","default-logins/digitalrebar/digitalrebar-default-login.yaml","A RackN Digital Rebar default login was discovered."
"powerjob-default-login.yaml","high","default-logins/powerjob-default-login.yaml","PowerJob default login credentials were discovered. "
"emqx-default-login.yaml","high","default-logins/emqx/emqx-default-login.yaml","Emqx default admin credentials were discovered."
"huawei-HG532e-default-router-login.yaml","high","default-logins/huawei/huawei-HG532e-default-router-login.yaml","Huawei HG532e default admin credentials were discovered."
"grafana-default-login.yaml","high","default-logins/grafana/grafana-default-login.yaml","Grafana default admin login credentials were detected."
"samsung-wlan-default-login.yaml","high","default-logins/samsung/samsung-wlan-default-login.yaml","Samsung Wlan AP (WEA453e) default root credentials were discovered."
"samsung-printer-default-login.yaml","high","default-logins/samsung/samsung-printer-default-login.yaml","Samsung printers contain a default admin login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"alphaweb-default-login.yaml","medium","default-logins/alphaweb/alphaweb-default-login.yaml","An AlphaWeb XE default login was discovered."
"ucmdb-default-login.yaml","high","default-logins/UCMDB/ucmdb-default-login.yaml","Micro Focus Universal CMDB default login credentials were discovered for diagnostics/admin. Note there is potential for this to be chained together with other vulnerabilities as with CVE-2020-11853 and CVE-2020-11854."
"trilithic-viewpoint-login.yaml","high","default-logins/viewpoint/trilithic-viewpoint-login.yaml","Trilithic Viewpoint application default admin credentials were discovered. Note this product has been discontinued."
"stackstorm-default-login.yaml","high","default-logins/stackstorm/stackstorm-default-login.yaml","A StackStorm default admin login was discovered."
"magnolia-default-login.yaml","high","default-logins/magnolia-default-login.yaml","Magnolia CMS default login credentials were detected."
"mobotix-default-login.yaml","high","default-logins/mobotix/mobotix-default-login.yaml","Mobotix contains a default admin login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"elasticsearch-default-login.yaml","high","default-logins/elasticsearch/elasticsearch-default-login.yaml","Elasticsearch default credentials were discovered. "
"pentaho-default-login.yaml","high","default-logins/pentaho/pentaho-default-login.yaml","Pentaho default admin credentials were discovered."
"jmx-default-login.yaml","high","default-logins/jboss/jmx-default-login.yaml","JBoss JMX Console default login information was discovered."
"jboss-jbpm-default-login.yaml","high","default-logins/jboss/jboss-jbpm-default-login.yaml","JBoss jBPM Administration Console default login information was detected."
"nps-default-login.yaml","high","default-logins/nps/nps-default-login.yaml","NPS default admin credentials were discovered."
"tiny-file-manager-default-login.yaml","high","default-logins/tiny-file-manager-default-login.yaml","Tiny File Manager contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"nodered-default-login.yaml","critical","default-logins/node-red/nodered-default-login.yaml","Allows attacker to log in and execute RCE on the Node-Red panel using the default credentials. "
"rabbitmq-default-login.yaml","high","default-logins/rabbitmq/rabbitmq-default-login.yaml","RabbitMQ default admin credentials were discovered."
"panos-default-login.yaml","high","default-logins/paloalto/panos-default-login.yaml","Palo Alto Networks PAN-OS application default admin credentials were discovered."
"franklin-fueling-default-login.yaml","high","default-logins/franklin-fueling-default-login.yaml","A default password vulnerability refers to a security flaw that arises when a system or device is shipped or set up with a pre-configured, default password that is commonly known or easily guessable. "
"businessintelligence-default-login.yaml","high","default-logins/oracle/businessintelligence-default-login.yaml","Oracle Business Intelligence default admin credentials were discovered."
"peoplesoft-default-login.yaml","high","default-logins/oracle/peoplesoft-default-login.yaml","Oracle PeopleSoft contains a default admin login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"3ware-default-login.yaml","high","default-logins/3ware-default-login.yaml","The default password for logging in to the 3DM2 web interface of a 3ware controller is 3ware for both the Administrator and User accounts. "
"solarwinds-default-login.yaml","high","default-logins/solarwinds/solarwinds-default-login.yaml","SolarWinds Orion default admin credentials were discovered."
"lutron-default-login.yaml","critical","default-logins/lutron/lutron-default-login.yaml","Multiple Lutron devices contain a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"fuelcms-default-login.yaml","high","default-logins/fuelcms/fuelcms-default-login.yaml","Fuel CMS default admin credentials were discovered."
"camaleon-default-login.yaml","high","default-logins/camaleon/camaleon-default-login.yaml","Camaleon CMS default login credentials was discovered. "
"splunk-default-login.yaml","high","default-logins/splunk/splunk-default-login.yaml","Splunk Default Password Vulnerability exposes systems to unauthorized access, compromising data integrity and security. "
"hongdian-default-login.yaml","high","default-logins/hongdian/hongdian-default-login.yaml","Hongdian default login information was detected."
"xnat-default-login.yaml","high","default-logins/xnat/xnat-default-login.yaml","XNAT contains an admin default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"bonita-default-login.yaml","high","default-logins/bonita/bonita-default-login.yaml","Bonita login was using default credentials which can led to gain super administrator access. "
"seeddms-default-login.yaml","high","default-logins/seeddms/seeddms-default-login.yaml","SeedDMS default admin credentials were discovered."
"mantisbt-default-credential.yaml","high","default-logins/mantisbt/mantisbt-default-credential.yaml","A MantisBT default admin login was discovered."
"mantisbt-anonymous-login.yaml","medium","default-logins/mantisbt/mantisbt-anonymous-login.yaml","mantisbt Anonymous login were discovered. "
"mofi4500-default-login.yaml","high","default-logins/mofi/mofi4500-default-login.yaml","Mofi Network MOFI4500-4GXELTE wireless router default admin credentials were discovered."
"openemr-default-login.yaml","high","default-logins/openemr/openemr-default-login.yaml","OpenEMR default admin credentials were discovered."
"goip-default-login.yaml","high","default-logins/goip-default-login.yaml","GoIP GSM VoIP Gateway Default Password, Allows attackers to send, receive sms and calls. "
"phpmyadmin-default-login.yaml","high","default-logins/phpmyadmin/phpmyadmin-default-login.yaml","phpMyAdmin contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"octobercms-default-login.yaml","high","default-logins/octobercms/octobercms-default-login.yaml","OctoberCMS default admin credentials were discovered."
"panabit-default-login.yaml","critical","default-logins/panabit/panabit-default-login.yaml","Panabit Gateway default credentials were discovered."
"asus-wl500g-default-login.yaml","high","default-logins/asus/asus-wl500g-default-login.yaml","ASUS WL-500 contains a default login vulnerability. Default admin login password 'admin' was found. "
"asus-rtn16-default-login.yaml","high","default-logins/asus/asus-rtn16-default-login.yaml","ASUS RT-N16 contains a default login vulnerability. Default admin login password 'admin' was found. "
"asus-wl520GU-default-login.yaml","high","default-logins/asus/asus-wl520GU-default-login.yaml","ASUS WL-520GU contains a default login vulnerability. The default admin login password 'admin' was found. "
"rconfig-default-login.yaml","high","default-logins/rconfig-default-login.yaml","rConfig contains default credentials. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"canal-default-login.yaml","high","default-logins/alibaba/canal-default-login.yaml","An Alibaba Canal default login was discovered."
"allnet-default-login.yaml","high","default-logins/allnet/allnet-default-login.yaml","Allnet contains a default login vulnerability. Default admin login password 'admin' was found. "
"cambium-networks-default-login.yaml","high","default-logins/cambium-networks/cambium-networks-default-login.yaml","Cambium Networks / Motorola Canopy 5750AP ADVANTAGE Access Point 5.7GHz login credentials were discovered. "
"ruckus-wireless-default-login.yaml","critical","default-logins/ruckus/ruckus-wireless-default-login.yaml","Ruckus Wireless router contains a default admin login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"szhe-default-login.yaml","medium","default-logins/szhe/szhe-default-login.yaml","Szhe default login information was discovered."
"guacamole-default-login.yaml","high","default-logins/guacamole/guacamole-default-login.yaml","Guacamole default admin login credentials were detected."
"jinher-oa-default-login.yaml","high","default-logins/jinher/jinher-oa-default-login.yaml","Jinher-OA C6 default admin credentials were discovered."
"kylin-default-login.yaml","high","default-logins/apache/kylin-default-login.yaml","The default password for the Apache Kylin Console is KYLIN for the ADMIN user in Kylin versions before 3.0.0. "
"doris-default-login.yaml","high","default-logins/apache/doris-default-login.yaml","Tests if Apache Doris Panel, it is an easy-to-use, high performance and unified analytics database, is using the default password on root/admin user accounts. "
"kafka-center-default-login.yaml","high","default-logins/apache/kafka-center-default-login.yaml","Apache Kafka Center default admin credentials were discovered."
"apache-apollo-default-login.yaml","high","default-logins/apache/apache-apollo-default-login.yaml",""
"dubbo-admin-default-login.yaml","high","default-logins/apache/dubbo-admin-default-login.yaml","Apache Dubbo default admin credentials were discovered."
"apisix-default-login.yaml","high","default-logins/apache/apisix-default-login.yaml","An Apache Apisix default admin login was discovered."
"airflow-default-login.yaml","high","default-logins/apache/airflow-default-login.yaml","An Apache Airflow default login was discovered."
"dolphinscheduler-default-login.yaml","high","default-logins/apache/dolphinscheduler-default-login.yaml","Apache DolphinScheduler default admin credentials were discovered."
"karaf-default-login.yaml","high","default-logins/apache/karaf-default-login.yaml","Apache Karaf contains a default login vulnerability. Default login credentials were detected. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"apache-hertzbeat-default-login.yaml","high","default-logins/apache/apache-hertzbeat-default-login.yaml","Apache HertzBeat enables default admin credentials. An attacker can execute unauthorized operations. "
"ranger-default-login.yaml","high","default-logins/apache/ranger-default-login.yaml","Apache Ranger contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"tomcat-default-login.yaml","high","default-logins/apache/tomcat-default-login.yaml","Apache Tomcat Manager default login credentials were discovered. This template checks for multiple variations."
"cloudstack-default-login.yaml","high","default-logins/apache/cloudstack-default-login.yaml","CloudStack instance discovered using weak default credentials, allows the attacker to gain admin privilege. "
"camunda-default-login.yaml","high","default-logins/camunda/camunda-default-login.yaml","Camunda login panel contains a default login vulnerability. "
"gitblit-default-login.yaml","high","default-logins/gitblit/gitblit-default-login.yaml","Gitblit Default login credentials were discovered. "
"dlink-centralized-default-login.yaml","high","default-logins/d-link/dlink-centralized-default-login.yaml","D-Link AC Centralized Management System default login credentials were discovered. "
"softether-vpn-default-login.yaml","high","default-logins/softether/softether-vpn-default-login.yaml","The administrative password for the SoftEther VPN Server is blank. "
"leostream-default-login.yaml","high","default-logins/leostream/leostream-default-login.yaml","Leostream default admin credentials were discovered. "
"arl-default-login.yaml","high","default-logins/arl/arl-default-login.yaml","An ARL default admin login was discovered."
"activemq-default-login.yaml","high","default-logins/activemq/activemq-default-login.yaml","Apache ActiveMQ default login information was discovered."
"rancher-default-login.yaml","high","default-logins/rancher/rancher-default-login.yaml","Rancher default admin credentials were discovered. Rancher is an open-source multi-cluster orchestration platform that lets operations teams deploy, manage and secure enterprise Kubernetes."
"structurizr-default-login.yaml","high","default-logins/structurizr/structurizr-default-login.yaml","Structurizr contains default credentials. "
"couchdb-default-login.yaml","high","default-logins/couchdb/couchdb-default-login.yaml","CouchDB weak admin credentials were discovered. "
"trassir-default-login.yaml","high","default-logins/trassir/trassir-default-login.yaml","Trassir WebView contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"batflat-default-login.yaml","high","default-logins/batflat/batflat-default-login.yaml","Batflat CMS is vulnerable to default login vulnerability that most commonly affects devices having some pre-set (default) administrative credentials to access all configuration settings. "
"zabbix-default-login.yaml","high","default-logins/zabbix/zabbix-default-login.yaml","Zabbix default admin credentials were discovered."
"nagiosxi-default-login.yaml","critical","default-logins/nagios/nagiosxi-default-login.yaml","Nagios XI default admin login credentials were detected."
"nagios-default-login.yaml","high","default-logins/nagios/nagios-default-login.yaml","Nagios default admin credentials were discovered."
"chinaunicom-default-login.yaml","high","default-logins/chinaunicom/chinaunicom-default-login.yaml","Default login credentials were discovered for a China Unicom modem."
"prtg-default-login.yaml","high","default-logins/prtg/prtg-default-login.yaml","PRTG Network Monitor contains a hardcoded credential vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"jellyfin-default-login.yaml","high","default-logins/jellyfin/jellyfin-default-login.yaml","Weak Jellyfin credentials were discovered."
"etl3100-default-login.yaml","high","default-logins/eurotel/etl3100-default-login.yaml","The TV and FM transmitter uses a weak set of default administrative credentials that can be guessed in remote password attacks and gain full control of the system. "
"zmanda-default-login.yaml","high","default-logins/zmanda/zmanda-default-login.yaml","Zmanda default admin credentials admin:admin were discovered."
"yealink-default-login.yaml","high","default-logins/yealink/yealink-default-login.yaml","Yealink CTP18 Default Administrator Credentials Discovered. "
"umami-default-login.yaml","high","default-logins/umami/umami-default-login.yaml","Umami default admin credentials were discovered. "
"feiyuxing-default-login.yaml","high","default-logins/feiyuxing/feiyuxing-default-login.yaml","Attackers can log in through admin:admin, check the system status, and configure the device. "
"topaccess-default-login.yaml","high","default-logins/topaccess/topaccess-default-login.yaml",""
"crushftp-anonymous-login.yaml","high","default-logins/crushftp/crushftp-anonymous-login.yaml","CrushFTP Anonymous login credentials were discovered. "
"crushftp-default-login.yaml","high","default-logins/crushftp/crushftp-default-login.yaml","CrushFTP default login credentials were discovered. "
"openmediavault-default-login.yaml","high","default-logins/openmediavault/openmediavault-default-login.yaml",""
"kanboard-default-login.yaml","high","default-logins/kanboard-default-login.yaml","Kanboard contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"ricoh-weak-password.yaml","high","default-logins/ricoh/ricoh-weak-password.yaml","Ricoh default admin credentials were discovered."
"pyload-default-login.yaml","high","default-logins/pyload/pyload-default-login.yaml","PyLoad Default Credentials were discovered. "
"nginx-proxy-manager-default-login.yaml","high","default-logins/nginx/nginx-proxy-manager-default-login.yaml","Default Nginx Proxy Manager credentials was discovered. "
"bloofoxcms-default-login.yaml","high","default-logins/bloofoxcms-default-login.yaml","bloofoxCMS contains default credentials. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"dell-idrac9-default-login.yaml","high","default-logins/dell/dell-idrac9-default-login.yaml","DELL iDRAC9 default login information was discovered. The default iDRAC username and password are widely known, and any user with access to the server could change the default password."
"dell-idrac-default-login.yaml","high","default-logins/dell/dell-idrac-default-login.yaml","Dell iDRAC6/7/8 default login information was discovered. The default iDRAC username and password are widely known, and any user with access to the server could change the default password."
"emcecom-default-login.yaml","high","default-logins/dell/emcecom-default-login.yaml","Dell EMC ECOM default login information (admin:#1Password) was discovered."
"dell-dpi-default-login.yaml","medium","default-logins/dell/dell-dpi-default-login.yaml","The Dell Metered Rack Power Distribution Unit uses a default username and password which is widely known, and any user could change the default password with access. "
"ispconfig-admin-default-login.yaml","high","default-logins/ispconfig/ispconfig-admin-default-login.yaml","ISPConfig Admin Default Password Vulnerability exposes systems to unauthorized access, compromising data integrity and security. "
"ispconfig-hcp-default-login.yaml","high","default-logins/ispconfig/ispconfig-hcp-default-login.yaml","ISPConfig Hosting Control Panel Default Password Vulnerability exposes systems to unauthorized access, compromising data integrity and security. "
"dragonfly-default-login.yaml","high","default-logins/dragonfly/dragonfly-default-login.yaml","Dragonfly was using the default username, and the password was discovered. "
"datagerry-default-login.yaml","high","default-logins/datagerry/datagerry-default-login.yaml","Datagerry was using default username and password was discovered. "
"xui-default-login.yaml","high","default-logins/xui/xui-default-login.yaml","X-UI contains default credentials. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"netman-default-login.yaml","high","default-logins/riello/netman-default-login.yaml","Default logins on Riello UPS NetMan 204 is used. Attacker can access to UPS and attacker can manipulate the UPS settings to disrupt the onsite systems. "
"datahub-metadata-default-login.yaml","high","default-logins/datahub/datahub-metadata-default-login.yaml","DataHub Metadata contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"aem-felix-console.yaml","high","default-logins/aem/aem-felix-console.yaml","Adobe Experience Manager Felix Console contains a default admin login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. Remote code execution may also be possible via installation of OSGI bundle."
"aem-default-login.yaml","high","default-logins/aem/aem-default-login.yaml","Adobe AEM default login credentials were discovered."
"easyreport-default-login.yaml","high","default-logins/easyreport/easyreport-default-login.yaml",""
"xxljob-default-login.yaml","high","default-logins/xxljob/xxljob-default-login.yaml","XXL-JOB default admin credentials were discovered."
"ibm-dcec-default-login.yaml","high","default-logins/ibm/ibm-dcec-default-login.yaml",""
"ibm-hmc-default-login.yaml","high","default-logins/ibm/ibm-hmc-default-login.yaml","IBM HMC default admin login credentials were discovered. "
"ibm-dcbc-default-login.yaml","high","default-logins/ibm/ibm-dcbc-default-login.yaml",""
"ibm-storage-default-credential.yaml","high","default-logins/ibm/ibm-storage-default-credential.yaml","IBM Storage Management default admin login credentials were discovered."
"ibm-mqseries-default-login.yaml","high","default-logins/ibm/ibm-mqseries-default-login.yaml","IBM MQ and REST API default admin credentials were discovered. An unauthenticated, remote attacker can exploit this gain privileged or administrator access to the system."
"imm-default-login.yaml","high","default-logins/ibm/imm-default-login.yaml","Integrated Management Module default login credentials were discovered. "
"ibm-dsc-default-login.yaml","high","default-logins/ibm/ibm-dsc-default-login.yaml",""
"ampjuke-default-login.yaml","high","default-logins/ampjuke-default-login.yaml","AmpJuke contains a default login vulnerability. Default admin login password 'pass' was found. "
"next-terminal-default-login.yaml","high","default-logins/next-terminal/next-terminal-default-login.yaml","Next Terminal default login was discovered. "
"caprover-default-login.yaml","high","default-logins/caprover/caprover-default-login.yaml","Caprover defaultl login has been detected. "
"azkaban-default-login.yaml","high","default-logins/azkaban/azkaban-default-login.yaml","Azkaban is a batch workflow job scheduler created at LinkedIn to run Hadoop jobs. Default web client credentials were discovered."
"versa-default-login.yaml","high","default-logins/versa/versa-default-login.yaml","Versa Networks SD-WAN application default admin credentials were discovered."
"versa-flexvnf-default-login.yaml","high","default-logins/versa/versa-flexvnf-default-login.yaml","Versa FlexVNF contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"timekeeper-default-login.yaml","high","default-logins/timekeeper/timekeeper-default-login.yaml","TimeKeeper contains default credentials. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"hybris-default-login.yaml","high","default-logins/hybris/hybris-default-login.yaml","Hybris contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
